Student_Name,Semester,Attendance,Assignment,Tutorial,Incourse,Final,GPA,Total_Marks,Risk_Status
Ahad Ali,3rd Year - Sem 1,16,5,10,28,41,3.0,84,Safe
Shibay Yadav,1st Year - Sem 2,12,6,10,27,30,2.75,73,Medium Risk
Shibay Yadav,4th Year - Sem 1,23,10,16,34,52,4.0,112,Safe
Ahad Ali,2nd Year - Sem 1,24,9,16,37,58,4.0,120,Safe
Shibay Yadav,3rd Year - Sem 1,7,5,9,19,30,2.25,63,High Risk
Rakib Hasan,4th Year - Sem 2,21,9,17,39,52,4.0,117,Safe
Karim Uddin,2nd Year - Sem 1,19,7,11,26,30,2.75,74,Medium Risk
Karim Uddin,3rd Year - Sem 2,18,6,12,25,31,2.75,74,Medium Risk
Nadia Islam,3rd Year - Sem 2,21,9,18,32,46,4.0,105,Safe
Nadia Islam,1st Year - Sem 1,19,8,11,20,36,2.75,75,Medium Risk
Karim Uddin,4th Year - Sem 1,0,1,1,16,5,0.0,23,High Risk
Rakib Hasan,3rd Year - Sem 2,24,10,18,38,58,4.0,124,Safe
Karim Uddin,2nd Year - Sem 2,20,10,15,37,54,4.0,116,Safe
Rakib Hasan,4th Year - Sem 2,22,10,18,39,48,4.0,115,Safe
Rakib Hasan,4th Year - Sem 2,24,8,16,39,60,4.0,123,Safe
Ahad Ali,1st Year - Sem 1,18,8,13,25,40,3.25,86,Safe
Shibay Yadav,1st Year - Sem 2,24,8,16,36,53,4.0,113,Safe
Nadia Islam,1st Year - Sem 1,4,3,6,10,1,0.0,20,High Risk
Tashin Tuhin,2nd Year - Sem 1,13,8,11,29,32,3.0,80,Safe
Shibay Yadav,2nd Year - Sem 1,16,8,10,27,36,3.0,81,Safe
Karim Uddin,2nd Year - Sem 2,24,8,18,35,49,4.0,110,Safe
Rakib Hasan,1st Year - Sem 1,21,9,17,33,57,4.0,116,Safe
Shibay Yadav,3rd Year - Sem 1,19,8,12,27,35,3.0,82,Safe
Tashin Tuhin,1st Year - Sem 2,8,4,9,0,3,0.0,16,High Risk
Rakib Hasan,4th Year - Sem 1,20,9,15,33,54,4.0,111,Safe
Ahad Ali,4th Year - Sem 1,13,6,13,25,39,3.0,83,Safe
Rakib Hasan,4th Year - Sem 2,9,3,7,20,5,0.0,35,High Risk
Karim Uddin,3rd Year - Sem 1,21,9,19,33,52,4.0,113,Safe
Rakib Hasan,4th Year - Sem 1,16,6,12,28,30,2.75,76,Medium Risk
Ahad Ali,4th Year - Sem 2,8,3,2,10,20,0.0,35,High Risk
Rakib Hasan,4th Year - Sem 2,17,8,14,23,34,3.0,79,Safe
Nadia Islam,1st Year - Sem 1,22,9,19,33,49,4.0,110,Safe
Rakib Hasan,1st Year - Sem 2,22,9,18,33,45,4.0,105,Safe
Tashin Tuhin,2nd Year - Sem 1,6,5,6,3,23,0.0,37,High Risk
Karim Uddin,2nd Year - Sem 1,7,5,3,4,9,0.0,21,High Risk
Shibay Yadav,2nd Year - Sem 2,7,3,5,9,0,0.0,17,High Risk
Nadia Islam,1st Year - Sem 2,6,0,7,5,4,0.0,16,High Risk
Rakib Hasan,4th Year - Sem 2,15,6,14,23,32,2.75,75,Medium Risk
Rakib Hasan,4th Year - Sem 1,24,8,16,40,58,4.0,122,Safe
Nadia Islam,1st Year - Sem 2,12,6,14,23,38,3.0,81,Safe
Tashin Tuhin,2nd Year - Sem 2,9,3,0,2,16,0.0,21,High Risk
Shibay Yadav,2nd Year - Sem 2,23,10,16,32,53,4.0,111,Safe
Rakib Hasan,2nd Year - Sem 1,5,4,7,12,23,0.0,46,High Risk
Rakib Hasan,2nd Year - Sem 2,22,9,20,31,51,4.0,111,Safe
Tashin Tuhin,3rd Year - Sem 1,23,8,15,36,53,4.0,112,Safe
Tashin Tuhin,1st Year - Sem 2,20,8,13,26,36,3.0,83,Safe
Tashin Tuhin,1st Year - Sem 1,13,5,14,20,40,3.0,79,Safe
Karim Uddin,3rd Year - Sem 1,20,8,17,36,47,4.0,108,Safe
Tashin Tuhin,2nd Year - Sem 1,20,7,15,30,37,3.25,89,Safe
Rakib Hasan,2nd Year - Sem 1,22,10,17,32,58,4.0,117,Safe
Nadia Islam,2nd Year - Sem 1,13,6,12,28,37,3.0,83,Safe
Nadia Islam,1st Year - Sem 1,14,8,12,25,45,3.25,90,Safe
Shibay Yadav,2nd Year - Sem 2,21,10,20,38,53,4.0,121,Safe
Ahad Ali,1st Year - Sem 1,17,7,10,29,34,3.0,80,Safe
Rakib Hasan,1st Year - Sem 2,12,6,10,23,38,2.75,77,Medium Risk
Rakib Hasan,4th Year - Sem 1,20,9,15,34,57,4.0,115,Safe
Shibay Yadav,2nd Year - Sem 1,23,9,19,38,48,4.0,114,Safe
Tashin Tuhin,4th Year - Sem 2,13,7,13,24,30,2.75,74,Medium Risk
Karim Uddin,1st Year - Sem 2,20,8,16,40,52,4.0,116,Safe
Ahad Ali,1st Year - Sem 1,24,10,15,32,49,4.0,106,Safe
Nadia Islam,2nd Year - Sem 2,22,10,18,31,52,4.0,111,Safe
Karim Uddin,1st Year - Sem 2,18,7,13,20,42,3.0,82,Safe
Nadia Islam,1st Year - Sem 1,24,8,18,34,58,4.0,118,Safe
Ahad Ali,3rd Year - Sem 1,24,8,16,35,45,4.0,104,Safe
Ahad Ali,4th Year - Sem 2,24,10,18,39,59,4.0,126,Safe
Shibay Yadav,2nd Year - Sem 1,17,5,11,30,38,3.0,84,Safe
Ahad Ali,4th Year - Sem 2,18,8,12,21,31,2.75,72,Medium Risk
Karim Uddin,3rd Year - Sem 2,24,8,18,37,48,4.0,111,Safe
Shibay Yadav,2nd Year - Sem 2,23,8,19,38,60,4.0,125,Safe
Nadia Islam,3rd Year - Sem 1,22,8,17,34,54,4.0,113,Safe
Tashin Tuhin,4th Year - Sem 1,20,8,19,32,54,4.0,113,Safe
Ahad Ali,2nd Year - Sem 2,24,8,16,30,45,3.75,99,Safe
Karim Uddin,4th Year - Sem 2,12,0,5,11,24,0.0,40,High Risk
Karim Uddin,2nd Year - Sem 1,21,9,20,30,45,4.0,104,Safe
Rakib Hasan,4th Year - Sem 1,8,3,5,5,24,0.0,37,High Risk
Tashin Tuhin,2nd Year - Sem 1,14,8,14,22,37,3.0,81,Safe
Shibay Yadav,1st Year - Sem 1,21,10,15,34,55,4.0,114,Safe
Nadia Islam,3rd Year - Sem 1,8,3,6,12,17,0.0,38,High Risk
Nadia Islam,3rd Year - Sem 1,5,1,4,16,24,0.0,45,High Risk
Karim Uddin,1st Year - Sem 2,5,3,10,4,18,0.0,35,High Risk
Tashin Tuhin,4th Year - Sem 1,21,10,20,35,58,4.0,123,Safe
Rakib Hasan,2nd Year - Sem 2,24,10,16,35,49,4.0,110,Safe
Ahad Ali,4th Year - Sem 2,10,3,7,13,17,0.0,40,High Risk
Ahad Ali,3rd Year - Sem 1,21,8,18,40,54,4.0,120,Safe
Shibay Yadav,2nd Year - Sem 2,12,5,10,26,34,2.75,75,Medium Risk
Ahad Ali,4th Year - Sem 1,17,7,15,22,30,2.75,74,Medium Risk
Rakib Hasan,2nd Year - Sem 2,21,9,18,40,55,4.0,122,Safe
Karim Uddin,3rd Year - Sem 2,9,0,1,0,29,0.0,30,High Risk
Rakib Hasan,2nd Year - Sem 2,24,8,18,36,51,4.0,113,Safe
Rakib Hasan,3rd Year - Sem 1,9,5,4,16,18,0.0,43,High Risk
Tashin Tuhin,4th Year - Sem 2,18,5,11,22,34,2.75,72,Medium Risk
Shibay Yadav,4th Year - Sem 1,18,6,11,21,36,2.75,74,Medium Risk
Rakib Hasan,1st Year - Sem 1,24,10,17,33,45,4.0,105,Safe
Nadia Islam,1st Year - Sem 1,2,3,0,10,13,0.0,26,High Risk
Karim Uddin,4th Year - Sem 2,20,9,15,31,46,3.75,101,Safe
Karim Uddin,1st Year - Sem 2,12,5,3,18,12,0.0,38,High Risk
Karim Uddin,2nd Year - Sem 2,24,8,16,34,45,3.75,103,Safe
Tashin Tuhin,4th Year - Sem 2,8,3,3,5,16,0.0,27,High Risk
Karim Uddin,2nd Year - Sem 2,12,6,14,28,38,3.25,86,Safe
Shibay Yadav,2nd Year - Sem 2,20,8,18,36,60,4.0,122,Safe
Rakib Hasan,4th Year - Sem 1,22,10,16,30,47,3.75,103,Safe
Rakib Hasan,3rd Year - Sem 1,14,8,15,27,42,3.5,92,Safe
Ahad Ali,4th Year - Sem 1,22,10,18,38,57,4.0,123,Safe
Ahad Ali,4th Year - Sem 2,17,8,15,30,32,3.25,85,Safe
Karim Uddin,3rd Year - Sem 1,16,5,11,28,44,3.25,88,Safe
Karim Uddin,1st Year - Sem 1,11,5,7,20,10,0.0,42,High Risk
Nadia Islam,1st Year - Sem 2,20,8,20,38,56,4.0,122,Safe
Tashin Tuhin,3rd Year - Sem 2,12,6,10,25,31,2.75,72,Medium Risk
Shibay Yadav,4th Year - Sem 1,14,7,15,28,36,3.25,86,Safe
Karim Uddin,3rd Year - Sem 1,15,7,12,27,44,3.25,90,Safe
Ahad Ali,1st Year - Sem 1,15,6,14,30,41,3.5,91,Safe
Shibay Yadav,2nd Year - Sem 2,24,9,20,38,51,4.0,118,Safe
Karim Uddin,1st Year - Sem 1,21,8,16,36,45,4.0,105,Safe
Tashin Tuhin,4th Year - Sem 2,17,8,14,30,45,3.5,97,Safe
Nadia Islam,4th Year - Sem 2,20,10,20,30,57,4.0,117,Safe
Nadia Islam,2nd Year - Sem 2,15,7,14,25,36,3.0,82,Safe
Nadia Islam,1st Year - Sem 1,18,6,10,23,32,2.5,71,Medium Risk
Shibay Yadav,3rd Year - Sem 2,20,6,15,30,37,3.25,88,Safe
Rakib Hasan,2nd Year - Sem 2,20,5,12,22,30,2.5,69,Medium Risk
Shibay Yadav,4th Year - Sem 1,17,7,11,24,39,3.0,81,Safe
Karim Uddin,2nd Year - Sem 1,14,6,10,27,45,3.25,88,Safe
Rakib Hasan,3rd Year - Sem 2,20,9,20,31,60,4.0,120,Safe
Ahad Ali,2nd Year - Sem 1,19,5,13,20,32,2.5,70,Medium Risk
Shibay Yadav,1st Year - Sem 2,2,5,2,19,21,0.0,47,High Risk
Karim Uddin,2nd Year - Sem 2,2,1,7,9,30,0.0,47,High Risk
Karim Uddin,2nd Year - Sem 1,20,6,15,29,42,3.5,92,Safe
Nadia Islam,2nd Year - Sem 1,24,8,20,33,51,4.0,112,Safe
Rakib Hasan,1st Year - Sem 1,24,9,18,40,59,4.0,126,Safe
Ahad Ali,2nd Year - Sem 1,20,8,20,34,56,4.0,118,Safe
Nadia Islam,3rd Year - Sem 2,1,0,3,0,27,0.0,30,High Risk
Ahad Ali,1st Year - Sem 2,21,10,20,31,54,4.0,115,Safe
Ahad Ali,4th Year - Sem 2,24,9,17,38,55,4.0,119,Safe
Nadia Islam,3rd Year - Sem 1,19,8,15,24,36,3.0,83,Safe
Tashin Tuhin,3rd Year - Sem 2,23,10,18,38,49,4.0,115,Safe
Karim Uddin,1st Year - Sem 1,20,10,18,30,57,4.0,115,Safe
Ahad Ali,1st Year - Sem 1,20,9,16,40,53,4.0,118,Safe
Ahad Ali,1st Year - Sem 1,14,7,14,29,41,3.5,91,Safe
Ahad Ali,1st Year - Sem 1,14,5,12,20,30,2.5,67,Medium Risk
Nadia Islam,1st Year - Sem 2,21,10,20,35,46,4.0,111,Safe
Ahad Ali,1st Year - Sem 2,19,5,11,20,44,3.0,80,Safe
Tashin Tuhin,4th Year - Sem 2,23,10,20,33,60,4.0,123,Safe
Tashin Tuhin,1st Year - Sem 1,13,6,14,20,34,2.75,74,Medium Risk
Rakib Hasan,1st Year - Sem 2,24,10,16,39,46,4.0,111,Safe
Shibay Yadav,2nd Year - Sem 1,13,6,14,20,44,3.0,84,Safe
Nadia Islam,1st Year - Sem 2,20,5,12,21,40,3.0,78,Safe
Karim Uddin,1st Year - Sem 1,12,3,0,11,21,0.0,35,High Risk
Ahad Ali,3rd Year - Sem 2,23,9,18,32,60,4.0,119,Safe
Karim Uddin,3rd Year - Sem 2,16,8,14,24,33,3.0,79,Safe
Ahad Ali,3rd Year - Sem 2,21,8,19,31,47,4.0,105,Safe
Rakib Hasan,1st Year - Sem 1,20,8,17,32,49,4.0,106,Safe
Ahad Ali,1st Year - Sem 2,14,5,12,25,32,2.75,74,Medium Risk
Karim Uddin,4th Year - Sem 2,19,8,14,29,31,3.0,82,Safe
Nadia Islam,2nd Year - Sem 2,20,8,13,29,40,3.25,90,Safe
Karim Uddin,4th Year - Sem 2,21,9,15,35,57,4.0,116,Safe
Shibay Yadav,4th Year - Sem 1,18,5,15,22,44,3.25,86,Safe
Shibay Yadav,4th Year - Sem 2,17,6,12,26,39,3.0,83,Safe
Ahad Ali,1st Year - Sem 1,13,6,13,24,33,2.75,76,Medium Risk
Tashin Tuhin,1st Year - Sem 1,24,8,19,40,60,4.0,127,Safe
Nadia Islam,4th Year - Sem 2,18,5,13,27,45,3.25,90,Safe
Tashin Tuhin,4th Year - Sem 1,20,10,17,30,55,4.0,112,Safe
Nadia Islam,4th Year - Sem 2,19,7,14,25,37,3.0,83,Safe
Nadia Islam,3rd Year - Sem 2,17,5,15,25,43,3.25,88,Safe
Tashin Tuhin,1st Year - Sem 1,21,8,20,35,54,4.0,117,Safe
Nadia Islam,4th Year - Sem 2,19,7,12,20,36,2.75,75,Medium Risk
Karim Uddin,2nd Year - Sem 2,17,5,15,24,40,3.0,84,Safe
Karim Uddin,2nd Year - Sem 1,16,7,11,28,41,3.25,87,Safe
Ahad Ali,4th Year - Sem 1,18,7,12,29,37,3.25,85,Safe
Nadia Islam,3rd Year - Sem 2,14,8,14,24,45,3.5,91,Safe
Tashin Tuhin,1st Year - Sem 1,24,9,15,30,52,4.0,106,Safe
Tashin Tuhin,2nd Year - Sem 2,18,6,10,27,30,2.75,73,Medium Risk
Rakib Hasan,3rd Year - Sem 2,10,2,1,1,15,0.0,19,High Risk
Rakib Hasan,3rd Year - Sem 1,14,5,13,29,40,3.25,87,Safe
Rakib Hasan,1st Year - Sem 1,22,10,20,40,50,4.0,120,Safe
Nadia Islam,4th Year - Sem 1,24,10,20,30,58,4.0,118,Safe
Shibay Yadav,4th Year - Sem 1,19,7,10,26,37,3.0,80,Safe
Nadia Islam,4th Year - Sem 1,23,8,15,38,53,4.0,114,Safe
Nadia Islam,1st Year - Sem 2,4,0,4,10,26,0.0,40,High Risk
Shibay Yadav,2nd Year - Sem 2,21,10,17,34,52,4.0,113,Safe
Shibay Yadav,3rd Year - Sem 2,12,3,9,2,5,0.0,19,High Risk
Rakib Hasan,4th Year - Sem 1,22,9,17,37,50,4.0,113,Safe
Tashin Tuhin,3rd Year - Sem 2,13,6,12,27,33,3.0,78,Safe
Nadia Islam,3rd Year - Sem 2,23,8,20,35,48,4.0,111,Safe
Ahad Ali,2nd Year - Sem 2,19,6,12,29,33,3.0,80,Safe
Nadia Islam,3rd Year - Sem 2,22,8,15,32,58,4.0,113,Safe
Nadia Islam,4th Year - Sem 1,20,10,17,38,59,4.0,124,Safe
Nadia Islam,1st Year - Sem 1,17,8,11,20,30,2.5,69,Medium Risk
Rakib Hasan,2nd Year - Sem 2,19,5,14,21,43,3.0,83,Safe
Tashin Tuhin,2nd Year - Sem 1,3,1,7,5,20,0.0,33,High Risk
Rakib Hasan,2nd Year - Sem 2,12,2,0,8,18,0.0,28,High Risk
Ahad Ali,4th Year - Sem 2,12,5,15,26,45,3.5,91,Safe
Shibay Yadav,3rd Year - Sem 2,17,8,14,26,34,3.0,82,Safe
Karim Uddin,3rd Year - Sem 1,24,9,20,33,47,4.0,109,Safe
Rakib Hasan,1st Year - Sem 1,5,2,10,12,25,0.0,49,High Risk
Nadia Islam,1st Year - Sem 1,22,8,16,37,60,4.0,121,Safe
Karim Uddin,3rd Year - Sem 2,24,10,15,40,54,4.0,119,Safe
Tashin Tuhin,1st Year - Sem 1,23,10,16,37,55,4.0,118,Safe
Shibay Yadav,1st Year - Sem 2,23,10,20,33,60,4.0,123,Safe
Karim Uddin,3rd Year - Sem 2,19,5,10,30,39,3.0,84,Safe
Tashin Tuhin,3rd Year - Sem 1,22,10,20,34,60,4.0,124,Safe
Shibay Yadav,4th Year - Sem 2,19,7,11,27,40,3.25,85,Safe
Karim Uddin,4th Year - Sem 1,0,4,1,11,17,0.0,33,High Risk
Shibay Yadav,3rd Year - Sem 1,17,5,14,20,37,2.75,76,Medium Risk
Rakib Hasan,3rd Year - Sem 2,19,7,10,25,42,3.0,84,Safe
Tashin Tuhin,3rd Year - Sem 1,19,7,14,21,31,2.75,73,Medium Risk
Karim Uddin,4th Year - Sem 1,15,7,10,29,42,3.25,88,Safe
Karim Uddin,3rd Year - Sem 1,14,5,11,29,37,3.0,82,Safe
Rakib Hasan,3rd Year - Sem 1,24,8,19,39,60,4.0,126,Safe
Tashin Tuhin,2nd Year - Sem 1,5,1,8,3,10,0.0,22,High Risk
Rakib Hasan,2nd Year - Sem 2,22,8,18,30,54,4.0,110,Safe
Tashin Tuhin,2nd Year - Sem 2,18,8,12,25,35,3.0,80,Safe
Karim Uddin,3rd Year - Sem 1,20,6,15,23,38,3.0,82,Safe
Nadia Islam,2nd Year - Sem 1,24,10,17,30,48,4.0,105,Safe
Karim Uddin,4th Year - Sem 1,11,0,1,11,18,0.0,30,High Risk
Shibay Yadav,1st Year - Sem 1,0,4,0,13,1,0.0,18,High Risk
Karim Uddin,3rd Year - Sem 2,16,7,12,24,45,3.25,88,Safe
Karim Uddin,3rd Year - Sem 2,23,9,19,33,51,4.0,112,Safe
Shibay Yadav,3rd Year - Sem 2,20,10,15,32,59,4.0,116,Safe
Rakib Hasan,3rd Year - Sem 2,15,6,13,21,36,2.75,76,Medium Risk
Ahad Ali,2nd Year - Sem 1,24,8,16,36,53,4.0,113,Safe
Nadia Islam,3rd Year - Sem 2,23,8,18,38,59,4.0,123,Safe
Ahad Ali,3rd Year - Sem 2,23,10,18,40,52,4.0,120,Safe
Rakib Hasan,3rd Year - Sem 1,14,7,12,22,39,3.0,80,Safe
Shibay Yadav,2nd Year - Sem 1,21,10,18,35,60,4.0,123,Safe
Tashin Tuhin,1st Year - Sem 1,24,9,20,31,46,4.0,106,Safe
Karim Uddin,3rd Year - Sem 1,21,8,18,31,50,4.0,107,Safe
Rakib Hasan,2nd Year - Sem 2,23,8,19,33,51,4.0,111,Safe
Karim Uddin,3rd Year - Sem 1,7,0,10,16,21,0.0,47,High Risk
Tashin Tuhin,2nd Year - Sem 2,2,1,9,4,21,0.0,35,High Risk
Shibay Yadav,4th Year - Sem 2,23,8,18,36,51,4.0,113,Safe
Ahad Ali,4th Year - Sem 1,17,8,13,20,35,2.75,76,Medium Risk
Nadia Islam,3rd Year - Sem 1,0,2,9,18,4,0.0,33,High Risk
Ahad Ali,2nd Year - Sem 2,4,5,3,20,12,0.0,40,High Risk
Ahad Ali,2nd Year - Sem 1,18,5,10,25,38,3.0,78,Safe
Shibay Yadav,4th Year - Sem 2,21,8,16,33,52,4.0,109,Safe
Nadia Islam,1st Year - Sem 1,18,5,13,30,30,3.0,78,Safe
Karim Uddin,3rd Year - Sem 1,1,3,2,15,15,0.0,35,High Risk
Ahad Ali,1st Year - Sem 1,18,8,14,27,42,3.5,91,Safe
Karim Uddin,3rd Year - Sem 1,19,5,10,20,32,2.5,67,Medium Risk
Ahad Ali,4th Year - Sem 2,20,10,19,30,47,4.0,106,Safe
Rakib Hasan,2nd Year - Sem 1,11,2,2,4,3,0.0,11,High Risk
Shibay Yadav,4th Year - Sem 2,12,5,12,28,40,3.25,85,Safe
Karim Uddin,2nd Year - Sem 2,24,9,19,38,57,4.0,123,Safe
Nadia Islam,4th Year - Sem 1,22,9,18,30,48,4.0,105,Safe
Ahad Ali,1st Year - Sem 2,23,8,15,31,51,4.0,105,Safe
Karim Uddin,3rd Year - Sem 2,22,9,17,33,54,4.0,113,Safe
Rakib Hasan,1st Year - Sem 1,12,8,14,29,30,3.0,81,Safe
Karim Uddin,1st Year - Sem 2,24,9,15,31,56,4.0,111,Safe
Rakib Hasan,1st Year - Sem 2,13,6,15,25,40,3.25,86,Safe
Shibay Yadav,3rd Year - Sem 2,20,8,20,35,49,4.0,112,Safe
Tashin Tuhin,3rd Year - Sem 1,20,9,16,34,45,4.0,104,Safe
Nadia Islam,1st Year - Sem 2,2,5,9,13,4,0.0,31,High Risk
Karim Uddin,2nd Year - Sem 1,22,8,15,30,60,4.0,113,Safe
Nadia Islam,2nd Year - Sem 1,22,8,20,33,56,4.0,117,Safe
Shibay Yadav,4th Year - Sem 2,20,8,17,31,57,4.0,113,Safe
Rakib Hasan,2nd Year - Sem 1,12,7,10,24,37,3.0,78,Safe
Rakib Hasan,1st Year - Sem 1,21,8,18,36,55,4.0,117,Safe
Rakib Hasan,4th Year - Sem 1,6,5,0,9,4,0.0,18,High Risk
Karim Uddin,2nd Year - Sem 2,11,1,8,0,21,0.0,30,High Risk
Nadia Islam,1st Year - Sem 1,10,1,10,12,5,0.0,28,High Risk
Shibay Yadav,1st Year - Sem 1,22,10,18,31,46,4.0,105,Safe
Karim Uddin,3rd Year - Sem 1,18,8,11,22,32,2.75,73,Medium Risk
Nadia Islam,1st Year - Sem 2,5,5,7,20,22,2.0,54,High Risk
Karim Uddin,2nd Year - Sem 2,13,5,14,23,42,3.0,84,Safe
Karim Uddin,1st Year - Sem 1,10,3,3,4,20,0.0,30,High Risk
Karim Uddin,1st Year - Sem 2,20,6,14,20,36,2.75,76,Medium Risk
Nadia Islam,1st Year - Sem 2,16,7,12,23,38,3.0,80,Safe
Tashin Tuhin,3rd Year - Sem 2,23,8,19,31,52,4.0,110,Safe
Tashin Tuhin,2nd Year - Sem 1,20,10,17,35,48,4.0,110,Safe
Rakib Hasan,1st Year - Sem 2,20,10,16,35,56,4.0,117,Safe
Nadia Islam,3rd Year - Sem 1,22,8,15,30,55,4.0,108,Safe
Shibay Yadav,4th Year - Sem 1,20,10,16,39,59,4.0,124,Safe
Ahad Ali,2nd Year - Sem 2,24,8,18,40,45,4.0,111,Safe
Nadia Islam,2nd Year - Sem 2,24,8,19,35,58,4.0,120,Safe
Rakib Hasan,2nd Year - Sem 1,20,6,14,21,41,3.0,82,Safe
Nadia Islam,4th Year - Sem 2,5,1,4,15,19,0.0,39,High Risk
Nadia Islam,2nd Year - Sem 1,1,1,8,11,0,0.0,20,High Risk
Nadia Islam,3rd Year - Sem 1,7,1,2,12,0,0.0,15,High Risk
Karim Uddin,2nd Year - Sem 1,6,2,2,9,5,0.0,18,High Risk
Nadia Islam,4th Year - Sem 1,24,9,17,35,56,4.0,117,Safe
Rakib Hasan,1st Year - Sem 1,3,2,9,13,20,0.0,44,High Risk
Nadia Islam,1st Year - Sem 1,20,9,19,34,55,4.0,117,Safe
Rakib Hasan,2nd Year - Sem 1,20,6,14,20,43,3.0,83,Safe
Shibay Yadav,4th Year - Sem 1,21,10,17,32,48,4.0,107,Safe
Nadia Islam,1st Year - Sem 1,22,8,19,31,47,4.0,105,Safe
Tashin Tuhin,4th Year - Sem 1,21,9,15,40,57,4.0,121,Safe
Rakib Hasan,1st Year - Sem 1,11,4,8,17,12,0.0,41,High Risk
Nadia Islam,4th Year - Sem 1,15,6,14,22,33,2.75,75,Medium Risk
Rakib Hasan,2nd Year - Sem 2,14,8,14,23,35,3.0,80,Safe
Ahad Ali,4th Year - Sem 2,22,8,18,30,59,4.0,115,Safe
Tashin Tuhin,4th Year - Sem 1,21,8,20,35,47,4.0,110,Safe
Tashin Tuhin,2nd Year - Sem 1,21,10,20,32,55,4.0,117,Safe
Karim Uddin,4th Year - Sem 2,2,0,6,17,28,0.0,51,High Risk
Rakib Hasan,1st Year - Sem 1,12,8,14,22,40,3.0,84,Safe
Rakib Hasan,2nd Year - Sem 1,19,5,12,21,30,2.5,68,Medium Risk
Karim Uddin,3rd Year - Sem 1,16,6,12,20,37,2.75,75,Medium Risk
Tashin Tuhin,4th Year - Sem 2,23,10,19,40,48,4.0,117,Safe
Rakib Hasan,3rd Year - Sem 2,6,1,5,19,9,0.0,34,High Risk
Ahad Ali,2nd Year - Sem 2,23,8,15,38,46,4.0,107,Safe
Karim Uddin,4th Year - Sem 1,20,10,18,37,51,4.0,116,Safe
Ahad Ali,3rd Year - Sem 2,13,6,14,24,33,2.75,77,Medium Risk
Nadia Islam,4th Year - Sem 2,19,8,15,27,40,3.25,90,Safe
Tashin Tuhin,2nd Year - Sem 2,14,8,11,28,36,3.0,83,Safe
Ahad Ali,3rd Year - Sem 1,2,3,0,17,6,0.0,26,High Risk
Ahad Ali,2nd Year - Sem 2,24,9,16,38,59,4.0,122,Safe
Karim Uddin,1st Year - Sem 2,18,7,11,28,38,3.0,84,Safe
Nadia Islam,3rd Year - Sem 1,21,8,19,35,51,4.0,113,Safe
Rakib Hasan,4th Year - Sem 2,10,3,1,14,12,0.0,30,High Risk
Nadia Islam,1st Year - Sem 2,15,8,15,25,40,3.25,88,Safe
Karim Uddin,4th Year - Sem 1,24,10,17,33,59,4.0,119,Safe
Karim Uddin,2nd Year - Sem 1,21,9,20,31,56,4.0,116,Safe
Karim Uddin,1st Year - Sem 2,7,2,8,1,12,0.0,23,High Risk
Nadia Islam,4th Year - Sem 2,21,8,15,37,59,4.0,119,Safe
Ahad Ali,2nd Year - Sem 2,22,10,18,36,56,4.0,120,Safe
Rakib Hasan,2nd Year - Sem 2,12,7,11,30,39,3.25,87,Safe
Rakib Hasan,3rd Year - Sem 1,23,9,17,40,55,4.0,121,Safe
Ahad Ali,3rd Year - Sem 1,21,10,18,38,57,4.0,123,Safe
Ahad Ali,3rd Year - Sem 1,24,9,15,31,48,3.75,103,Safe
Ahad Ali,3rd Year - Sem 2,10,1,1,13,28,0.0,43,High Risk
Nadia Islam,4th Year - Sem 2,22,10,16,39,57,4.0,122,Safe
Shibay Yadav,3rd Year - Sem 2,12,5,11,20,32,2.5,68,Medium Risk
Ahad Ali,1st Year - Sem 2,20,8,17,38,60,4.0,123,Safe
Nadia Islam,3rd Year - Sem 2,6,0,3,13,9,0.0,25,High Risk
Karim Uddin,1st Year - Sem 1,21,9,20,39,52,4.0,120,Safe
Rakib Hasan,4th Year - Sem 2,10,5,3,5,5,0.0,18,High Risk
Karim Uddin,1st Year - Sem 2,20,10,15,37,48,4.0,110,Safe
Shibay Yadav,4th Year - Sem 2,20,9,19,31,47,4.0,106,Safe
Nadia Islam,2nd Year - Sem 2,13,5,11,22,40,3.0,78,Safe
Karim Uddin,1st Year - Sem 2,22,10,18,40,52,4.0,120,Safe
Tashin Tuhin,2nd Year - Sem 2,3,3,5,10,23,0.0,41,High Risk
Nadia Islam,4th Year - Sem 1,14,5,14,20,33,2.75,72,Medium Risk
Nadia Islam,2nd Year - Sem 1,20,9,18,39,50,4.0,116,Safe
Karim Uddin,3rd Year - Sem 2,15,7,11,27,33,3.0,78,Safe
Shibay Yadav,3rd Year - Sem 2,24,10,17,32,58,4.0,117,Safe
Nadia Islam,1st Year - Sem 1,22,9,18,30,59,4.0,116,Safe
Ahad Ali,3rd Year - Sem 2,15,8,12,29,38,3.25,87,Safe
Shibay Yadav,3rd Year - Sem 2,3,1,0,0,28,0.0,29,High Risk
Rakib Hasan,3rd Year - Sem 1,24,8,20,39,60,4.0,127,Safe
Ahad Ali,3rd Year - Sem 2,2,1,0,18,0,0.0,19,High Risk
Nadia Islam,4th Year - Sem 2,4,1,10,11,5,0.0,27,High Risk
Ahad Ali,3rd Year - Sem 2,3,3,9,20,1,0.0,33,High Risk
Karim Uddin,4th Year - Sem 1,23,9,19,39,45,4.0,112,Safe
Karim Uddin,1st Year - Sem 1,19,5,14,28,40,3.25,87,Safe
Tashin Tuhin,2nd Year - Sem 2,0,3,9,19,1,0.0,32,High Risk
